Time(s) " gENSAL.delta" " gENSAL.PELEC" " gENSAL.PMECH" " gENSAL.SPEED" " GEN1.V" " LOAD.V" " GEN2.V" " FAULT.V"
4.88579 " 41.6301" " 0.446652" " 0.4" " -0.000659879" " 0.995487" " 0.988926" " 0.998011" " 0.993465"
4.88679 " 41.6182" " 0.446444" " 0.4" " -0.000665286" " 0.995474" " 0.98892" " 0.998007" " 0.99346"
4.88779 " 41.6062" " 0.446235" " 0.4" " -0.000670668" " 0.99546" " 0.988913" " 0.998003" " 0.993455"
4.88879 " 41.5941" " 0.446024" " 0.4" " -0.000676026" " 0.995446" " 0.988907" " 0.997998" " 0.993449"
4.88979 " 41.5818" " 0.445813" " 0.4" " -0.000681359" " 0.995432" " 0.988901" " 0.997994" " 0.993444"
4.89079 " 41.5695" " 0.4456" " 0.4" " -0.000686666" " 0.995418" " 0.988894" " 0.99799" " 0.993438"
4.89179 " 41.5571" " 0.445387" " 0.4" " -0.000691949" " 0.995404" " 0.988888" " 0.997985" " 0.993433"
4.89279 " 41.5446" " 0.445172" " 0.4" " -0.000697206" " 0.99539" " 0.988881" " 0.997981" " 0.993428"
4.89379 " 41.532" " 0.444957" " 0.4" " -0.000702438" " 0.995375" " 0.988875" " 0.997976" " 0.993422"
4.89479 " 41.5193" " 0.44474" " 0.4" " -0.000707644" " 0.995361" " 0.988868" " 0.997972" " 0.993416"
4.89579 " 41.5065" " 0.444522" " 0.4" " -0.000712825" " 0.995347" " 0.988862" " 0.997967" " 0.993411"
4.89679 " 41.4937" " 0.444303" " 0.4" " -0.00071798" " 0.995332" " 0.988855" " 0.997963" " 0.993405"
4.89779 " 41.4807" " 0.444083" " 0.4" " -0.000723109" " 0.995318" " 0.988849" " 0.997958" " 0.9934"
4.89879 " 41.4676" " 0.443862" " 0.4" " -0.000728212" " 0.995303" " 0.988842" " 0.997953" " 0.993394"
4.89979 " 41.4545" " 0.44364" " 0.4" " -0.000733289" " 0.995288" " 0.988835" " 0.997949" " 0.993388"
4.90079 " 41.4412" " 0.443417" " 0.4" " -0.00073834" " 0.995274" " 0.988828" " 0.997944" " 0.993382"
4.90179 " 41.4279" " 0.443192" " 0.4" " -0.000743364" " 0.995259" " 0.988822" " 0.997939" " 0.993377"
4.90279 " 41.4145" " 0.442967" " 0.4" " -0.000748362" " 0.995244" " 0.988815" " 0.997935" " 0.993371"
4.90379 " 41.401" " 0.442741" " 0.4" " -0.000753333" " 0.995229" " 0.988808" " 0.99793" " 0.993365"
4.90479 " 41.3874" " 0.442514" " 0.4" " -0.000758278" " 0.995214" " 0.988801" " 0.997925" " 0.993359"
4.90579 " 41.3737" " 0.442285" " 0.4" " -0.000763195" " 0.995199" " 0.988794" " 0.99792" " 0.993353"
4.90679 " 41.3599" " 0.442056" " 0.4" " -0.000768086" " 0.995183" " 0.988787" " 0.997915" " 0.993347"
4.90779 " 41.346" " 0.441826" " 0.4" " -0.00077295" " 0.995168" " 0.98878" " 0.997911" " 0.993341"
4.90879 " 41.3321" " 0.441595" " 0.4" " -0.000777786" " 0.995153" " 0.988773" " 0.997906" " 0.993335"
4.90979 " 41.318" " 0.441363" " 0.4" " -0.000782595" " 0.995137" " 0.988766" " 0.997901" " 0.993329"
4.91079 " 41.3039" " 0.44113" " 0.4" " -0.000787377" " 0.995122" " 0.988759" " 0.997896" " 0.993323"
4.91179 " 41.2897" " 0.440896" " 0.4" " -0.000792132" " 0.995106" " 0.988752" " 0.997891" " 0.993317"
4.91279 " 41.2754" " 0.440661" " 0.4" " -0.000796858" " 0.995091" " 0.988744" " 0.997886" " 0.993311"
4.91379 " 41.261" " 0.440425" " 0.4" " -0.000801557" " 0.995075" " 0.988737" " 0.997881" " 0.993305"
4.91479 " 41.2465" " 0.440189" " 0.4" " -0.000806229" " 0.995059" " 0.98873" " 0.997876" " 0.993299"
4.91579 " 41.232" " 0.439951" " 0.4" " -0.000810872" " 0.995043" " 0.988723" " 0.997871" " 0.993292"
4.91679 " 41.2173" " 0.439712" " 0.4" " -0.000815487" " 0.995027" " 0.988715" " 0.997866" " 0.993286"
4.91779 " 41.2026" " 0.439473" " 0.4" " -0.000820074" " 0.995011" " 0.988708" " 0.997861" " 0.99328"
4.91879 " 41.1878" " 0.439233" " 0.4" " -0.000824633" " 0.994995" " 0.988701" " 0.997855" " 0.993274"
4.91979 " 41.1729" " 0.438992" " 0.4" " -0.000829164" " 0.994979" " 0.988693" " 0.99785" " 0.993267"
4.92079 " 41.1579" " 0.43875" " 0.4" " -0.000833666" " 0.994963" " 0.988686" " 0.997845" " 0.993261"
4.92179 " 41.1429" " 0.438507" " 0.4" " -0.000838139" " 0.994947" " 0.988678" " 0.99784" " 0.993255"
4.92279 " 41.1278" " 0.438263" " 0.4" " -0.000842584" " 0.994931" " 0.988671" " 0.997835" " 0.993248"
4.92379 " 41.1126" " 0.438019" " 0.4" " -0.000847001" " 0.994914" " 0.988663" " 0.997829" " 0.993242"
4.92479 " 41.0973" " 0.437773" " 0.4" " -0.000851388" " 0.994898" " 0.988656" " 0.997824" " 0.993235"
4.92579 " 41.0819" " 0.437527" " 0.4" " -0.000855747" " 0.994882" " 0.988648" " 0.997819" " 0.993229"
4.92679 " 41.0665" " 0.43728" " 0.4" " -0.000860076" " 0.994865" " 0.98864" " 0.997814" " 0.993222"
4.92779 " 41.051" " 0.437032" " 0.4" " -0.000864376" " 0.994848" " 0.988633" " 0.997808" " 0.993216"
4.92879 " 41.0354" " 0.436784" " 0.4" " -0.000868648" " 0.994832" " 0.988625" " 0.997803" " 0.993209"
4.92979 " 41.0197" " 0.436535" " 0.4" " -0.00087289" " 0.994815" " 0.988617" " 0.997797" " 0.993203"
4.93079 " 41.0039" " 0.436284" " 0.4" " -0.000877102" " 0.994798" " 0.988609" " 0.997792" " 0.993196"
4.93179 " 40.9881" " 0.436033" " 0.4" " -0.000881285" " 0.994782" " 0.988601" " 0.997787" " 0.993189"
4.93279 " 40.9722" " 0.435782" " 0.4" " -0.000885439" " 0.994765" " 0.988594" " 0.997781" " 0.993182"
4.93379 " 40.9562" " 0.435529" " 0.4" " -0.000889563" " 0.994748" " 0.988586" " 0.997776" " 0.993176"
4.93479 " 40.9402" " 0.435276" " 0.4" " -0.000893657" " 0.994731" " 0.988578" " 0.99777" " 0.993169"
4.93579 " 40.9241" " 0.435023" " 0.4" " -0.000897721" " 0.994714" " 0.98857" " 0.997765" " 0.993162"
4.93679 " 40.9079" " 0.434768" " 0.4" " -0.000901756" " 0.994697" " 0.988562" " 0.997759" " 0.993155"
4.93779 " 40.8916" " 0.434513" " 0.4" " -0.00090576" " 0.994679" " 0.988554" " 0.997754" " 0.993149"
4.93879 " 40.8753" " 0.434257" " 0.4" " -0.000909735" " 0.994662" " 0.988546" " 0.997748" " 0.993142"
4.93979 " 40.8588" " 0.434" " 0.4" " -0.000913679" " 0.994645" " 0.988538" " 0.997742" " 0.993135"
4.94079 " 40.8424" " 0.433743" " 0.4" " -0.000917593" " 0.994628" " 0.98853" " 0.997737" " 0.993128"
4.94179 " 40.8258" " 0.433485" " 0.4" " -0.000921477" " 0.99461" " 0.988521" " 0.997731" " 0.993121"
4.94279 " 40.8092" " 0.433226" " 0.4" " -0.000925331" " 0.994593" " 0.988513" " 0.997725" " 0.993114"
4.94379 " 40.7925" " 0.432967" " 0.4" " -0.000929154" " 0.994575" " 0.988505" " 0.99772" " 0.993107"
4.94479 " 40.7757" " 0.432707" " 0.4" " -0.000932946" " 0.994558" " 0.988497" " 0.997714" " 0.9931"
4.94579 " 40.7589" " 0.432446" " 0.4" " -0.000936708" " 0.99454" " 0.988489" " 0.997708" " 0.993093"
4.94678 " 40.742" " 0.432185" " 0.4" " -0.00094044" " 0.994522" " 0.98848" " 0.997702" " 0.993086"
4.94778 " 40.7251" " 0.431923" " 0.4" " -0.00094414" " 0.994505" " 0.988472" " 0.997696" " 0.993079"
4.94878 " 40.708" " 0.431661" " 0.4" " -0.00094781" " 0.994487" " 0.988464" " 0.997691" " 0.993072"
4.94978 " 40.6909" " 0.431397" " 0.4" " -0.000951449" " 0.994469" " 0.988455" " 0.997685" " 0.993064"
4.95078 " 40.6738" " 0.431134" " 0.4" " -0.000955057" " 0.994451" " 0.988447" " 0.997679" " 0.993057"
4.95178 " 40.6566" " 0.43087" " 0.4" " -0.000958634" " 0.994433" " 0.988438" " 0.997673" " 0.99305"
4.95278 " 40.6393" " 0.430605" " 0.4" " -0.00096218" " 0.994415" " 0.98843" " 0.997667" " 0.993043"
4.95378 " 40.6219" " 0.430339" " 0.4" " -0.000965694" " 0.994397" " 0.988421" " 0.997661" " 0.993036"
4.95478 " 40.6045" " 0.430073" " 0.4" " -0.000969178" " 0.994379" " 0.988413" " 0.997655" " 0.993028"
4.95578 " 40.587" " 0.429807" " 0.4" " -0.00097263" " 0.994361" " 0.988405" " 0.997649" " 0.993021"
4.95678 " 40.5695" " 0.42954" " 0.4" " -0.000976051" " 0.994343" " 0.988396" " 0.997643" " 0.993014"
4.95778 " 40.5519" " 0.429273" " 0.4" " -0.000979441" " 0.994325" " 0.988387" " 0.997637" " 0.993006"
4.95878 " 40.5342" " 0.429005" " 0.4" " -0.000982799" " 0.994307" " 0.988379" " 0.997631" " 0.992999"
4.95978 " 40.5165" " 0.428736" " 0.4" " -0.000986126" " 0.994289" " 0.98837" " 0.997625" " 0.992992"
4.96078 " 40.4987" " 0.428467" " 0.4" " -0.000989421" " 0.99427" " 0.988361" " 0.997619" " 0.992984"
4.96178 " 40.4809" " 0.428197" " 0.4" " -0.000992684" " 0.994252" " 0.988353" " 0.997613" " 0.992977"
4.96278 " 40.463" " 0.427927" " 0.4" " -0.000995916" " 0.994233" " 0.988344" " 0.997607" " 0.992969"
4.96378 " 40.445" " 0.427657" " 0.4" " -0.000999116" " 0.994215" " 0.988335" " 0.997601" " 0.992962"
4.96478 " 40.427" " 0.427386" " 0.4" " -0.00100228" " 0.994197" " 0.988326" " 0.997595" " 0.992954"
4.96578 " 40.409" " 0.427114" " 0.4" " -0.00100542" " 0.994178" " 0.988318" " 0.997589" " 0.992947"
4.96678 " 40.3908" " 0.426842" " 0.4" " -0.00100853" " 0.994159" " 0.988309" " 0.997582" " 0.992939"
4.96778 " 40.3726" " 0.42657" " 0.4" " -0.0010116" " 0.994141" " 0.9883" " 0.997576" " 0.992932"
4.96878 " 40.3544" " 0.426297" " 0.4" " -0.00101464" " 0.994122" " 0.988291" " 0.99757" " 0.992924"
4.96978 " 40.3361" " 0.426024" " 0.4" " -0.00101765" " 0.994103" " 0.988282" " 0.997564" " 0.992916"
4.97078 " 40.3178" " 0.42575" " 0.4" " -0.00102062" " 0.994085" " 0.988273" " 0.997558" " 0.992909"
4.97178 " 40.2994" " 0.425476" " 0.4" " -0.00102357" " 0.994066" " 0.988264" " 0.997551" " 0.992901"
4.97278 " 40.2809" " 0.425202" " 0.4" " -0.00102648" " 0.994047" " 0.988255" " 0.997545" " 0.992893"
4.97378 " 40.2624" " 0.424927" " 0.4" " -0.00102936" " 0.994028" " 0.988246" " 0.997539" " 0.992886"
4.97478 " 40.2439" " 0.424652" " 0.4" " -0.00103221" " 0.994009" " 0.988237" " 0.997532" " 0.992878"
4.97578 " 40.2253" " 0.424377" " 0.4" " -0.00103502" " 0.99399" " 0.988228" " 0.997526" " 0.99287"
4.97678 " 40.2066" " 0.424101" " 0.4" " -0.00103781" " 0.993971" " 0.988219" " 0.99752" " 0.992862"
4.97778 " 40.1879" " 0.423825" " 0.4" " -0.00104056" " 0.993953" " 0.98821" " 0.997513" " 0.992855"
4.97878 " 40.1692" " 0.423549" " 0.4" " -0.00104328" " 0.993933" " 0.988201" " 0.997507" " 0.992847"
4.97978 " 40.1504" " 0.423272" " 0.4" " -0.00104596" " 0.993914" " 0.988192" " 0.997501" " 0.992839"
4.98078 " 40.1315" " 0.422994" " 0.4" " -0.00104862" " 0.993895" " 0.988183" " 0.997494" " 0.992831"
4.98178 " 40.1126" " 0.422717" " 0.4" " -0.00105124" " 0.993876" " 0.988173" " 0.997488" " 0.992823"
4.98278 " 40.0937" " 0.422439" " 0.4" " -0.00105383" " 0.993857" " 0.988164" " 0.997481" " 0.992815"
4.98378 " 40.0747" " 0.422161" " 0.4" " -0.00105638" " 0.993838" " 0.988155" " 0.997475" " 0.992808"
4.98478 " 40.0556" " 0.421883" " 0.4" " -0.0010589" " 0.993819" " 0.988146" " 0.997468" " 0.9928"
4.98578 " 40.0365" " 0.421604" " 0.4" " -0.0010614" " 0.993799" " 0.988136" " 0.997462" " 0.992792"
4.98678 " 40.0174" " 0.421325" " 0.4" " -0.00106385" " 0.99378" " 0.988127" " 0.997455" " 0.992784"
4.98778 " 39.9982" " 0.421046" " 0.4" " -0.00106628" " 0.993761" " 0.988118" " 0.997449" " 0.992776"
4.98878 " 39.979" " 0.420767" " 0.4" " -0.00106867" " 0.993741" " 0.988109" " 0.997442" " 0.992768"
4.98978 " 39.9598" " 0.420487" " 0.4" " -0.00107103" " 0.993722" " 0.988099" " 0.997436" " 0.99276"
4.99078 " 39.9405" " 0.420207" " 0.4" " -0.00107336" " 0.993702" " 0.98809" " 0.997429" " 0.992752"
4.99178 " 39.9211" " 0.419927" " 0.4" " -0.00107565" " 0.993683" " 0.988081" " 0.997422" " 0.992744"
4.99278 " 39.9017" " 0.419647" " 0.4" " -0.00107791" " 0.993664" " 0.988071" " 0.997416" " 0.992736"
4.99378 " 39.8823" " 0.419366" " 0.4" " -0.00108014" " 0.993644" " 0.988062" " 0.997409" " 0.992728"
4.99478 " 39.8629" " 0.419085" " 0.4" " -0.00108234" " 0.993625" " 0.988052" " 0.997403" " 0.992719"
4.99578 " 39.8434" " 0.418804" " 0.4" " -0.0010845" " 0.993605" " 0.988043" " 0.997396" " 0.992711"
4.99678 " 39.8238" " 0.418523" " 0.4" " -0.00108663" " 0.993586" " 0.988033" " 0.997389" " 0.992703"
4.99778 " 39.8042" " 0.418242" " 0.4" " -0.00108872" " 0.993566" " 0.988024" " 0.997383" " 0.992695"
4.99878 " 39.7846" " 0.417961" " 0.4" " -0.00109079" " 0.993546" " 0.988014" " 0.997376" " 0.992687"
4.99978 " 39.765" " 0.417679" " 0.4" " -0.00109282" " 0.993527" " 0.988005" " 0.997369" " 0.992679"
5.00078 " 39.7453" " 0.417397" " 0.4" " -0.00109482" " 0.993507" " 0.987995" " 0.997362" " 0.992671"
5.00078 " 39.7453" " 0.417397" " 0.4" " -0.00109482" " 0.993507" " 0.987995" " 0.997362" " 0.992671"
5.00578 " 39.6073" " 0.415426" " 0.4" " -0.00110867" " 0.99337" " 0.987928" " 0.997315" " 0.992613"
5.01078 " 39.5069" " 0.41401" " 0.4" " -0.00111684" " 0.99327" " 0.98788" " 0.997281" " 0.992571"
5.01578 " 39.406" " 0.412595" " 0.4" " -0.00112435" " 0.99317" " 0.987831" " 0.997247" " 0.99253"
5.02078 " 39.3045" " 0.41118" " 0.4" " -0.00113103" " 0.99307" " 0.987782" " 0.997212" " 0.992487"
5.02578 " 39.2024" " 0.409767" " 0.4" " -0.00113688" " 0.99297" " 0.987732" " 0.997177" " 0.992445"
5.03078 " 39.0998" " 0.408356" " 0.4" " -0.00114191" " 0.99287" " 0.987683" " 0.997142" " 0.992402"
5.03578 " 38.9968" " 0.406949" " 0.4" " -0.00114611" " 0.992769" " 0.987633" " 0.997107" " 0.992359"
5.04078 " 38.8935" " 0.405546" " 0.4" " -0.00114949" " 0.992669" " 0.987583" " 0.997071" " 0.992316"
5.04578 " 38.7899" " 0.404149" " 0.4" " -0.00115205" " 0.992569" " 0.987533" " 0.997036" " 0.992273"
5.05078 " 38.6861" " 0.402758" " 0.4" " -0.00115379" " 0.992469" " 0.987483" " 0.997" " 0.99223"
5.05578 " 38.5822" " 0.401374" " 0.4" " -0.00115473" " 0.992369" " 0.987433" " 0.996965" " 0.992187"
5.06078 " 38.4782" " 0.4" " 0.4" " -0.00115486" " 0.992269" " 0.987383" " 0.996929" " 0.992144"
5.06578 " 38.3743" " 0.398634" " 0.4" " -0.00115418" " 0.99217" " 0.987333" " 0.996894" " 0.992101"
5.07078 " 38.2704" " 0.397279" " 0.4" " -0.00115272" " 0.992072" " 0.987283" " 0.996859" " 0.992058"
5.07578 " 38.1667" " 0.395935" " 0.4" " -0.00115046" " 0.991974" " 0.987234" " 0.996823" " 0.992015"
5.08078 " 38.0633" " 0.394603" " 0.4" " -0.00114743" " 0.991876" " 0.987184" " 0.996788" " 0.991973"
5.08578 " 37.9602" " 0.393284" " 0.4" " -0.00114362" " 0.99178" " 0.987135" " 0.996753" " 0.99193"
5.09078 " 37.8574" " 0.391979" " 0.4" " -0.00113904" " 0.991684" " 0.987086" " 0.996718" " 0.991888"
5.09578 " 37.7551" " 0.390688" " 0.4" " -0.00113371" " 0.991589" " 0.987037" " 0.996683" " 0.991846"
5.10078 " 37.6533" " 0.389413" " 0.4" " -0.00112763" " 0.991495" " 0.986989" " 0.996649" " 0.991804"
5.10578 " 37.5521" " 0.388155" " 0.4" " -0.00112081" " 0.991402" " 0.986942" " 0.996615" " 0.991763"
5.11078 " 37.4515" " 0.386913" " 0.4" " -0.00111326" " 0.991311" " 0.986894" " 0.996581" " 0.991722"
5.11578 " 37.3517" " 0.385689" " 0.4" " -0.001105" " 0.99122" " 0.986848" " 0.996548" " 0.991682"
5.12078 " 37.2526" " 0.384484" " 0.4" " -0.00109602" " 0.991131" " 0.986801" " 0.996515" " 0.991642"
5.12578 " 37.1544" " 0.383297" " 0.4" " -0.00108635" " 0.991043" " 0.986756" " 0.996482" " 0.991602"
5.13078 " 37.057" " 0.382131" " 0.4" " -0.001076" " 0.990956" " 0.986711" " 0.99645" " 0.991564"
5.13578 " 36.9607" " 0.380985" " 0.4" " -0.00106497" " 0.990871" " 0.986667" " 0.996418" " 0.991525"
5.14078 " 36.8653" " 0.379859" " 0.4" " -0.00105328" " 0.990788" " 0.986623" " 0.996387" " 0.991488"
5.14578 " 36.771" " 0.378756" " 0.4" " -0.00104094" " 0.990706" " 0.986581" " 0.996356" " 0.991451"
5.15078 " 36.6779" " 0.377676" " 0.4" " -0.00102797" " 0.990626" " 0.986539" " 0.996326" " 0.991414"
5.15578 " 36.586" " 0.376618" " 0.4" " -0.00101437" " 0.990548" " 0.986498" " 0.996297" " 0.991379"
5.16078 " 36.4953" " 0.375583" " 0.4" " -0.00100017" " 0.990471" " 0.986458" " 0.996268" " 0.991344"
5.16578 " 36.4059" " 0.374572" " 0.4" " -0.000985372" " 0.990396" " 0.986419" " 0.99624" " 0.99131"
5.17078 " 36.3179" " 0.373586" " 0.4" " -0.000969996" " 0.990324" " 0.98638" " 0.996212" " 0.991277"
5.17579 " 36.2313" " 0.372625" " 0.4" " -0.000954054" " 0.990253" " 0.986343" " 0.996185" " 0.991245"
5.18079 " 36.1461" " 0.371689" " 0.4" " -0.000937562" " 0.990184" " 0.986307" " 0.996159" " 0.991213"
5.18579 " 36.0625" " 0.370779" " 0.4" " -0.000920535" " 0.990118" " 0.986272" " 0.996134" " 0.991183"
5.19079 " 35.9804" " 0.369895" " 0.4" " -0.000902987" " 0.990054" " 0.986238" " 0.99611" " 0.991153"
5.19579 " 35.8999" " 0.369038" " 0.4" " -0.000884935" " 0.989992" " 0.986206" " 0.996086" " 0.991125"
5.20079 " 35.8211" " 0.368208" " 0.4" " -0.000866395" " 0.989932" " 0.986174" " 0.996063" " 0.991097"
5.20579 " 35.744" " 0.367405" " 0.4" " -0.000847381" " 0.989875" " 0.986144" " 0.996041" " 0.991071"
5.21079 " 35.6686" " 0.366629" " 0.4" " -0.000827912" " 0.98982" " 0.986115" " 0.99602" " 0.991046"
5.21579 " 35.5949" " 0.365882" " 0.4" " -0.000808001" " 0.989767" " 0.986087" " 0.996" " 0.991022"
5.22079 " 35.5231" " 0.365162" " 0.4" " -0.000787668" " 0.989717" " 0.986061" " 0.995981" " 0.990998"
5.22579 " 35.4531" " 0.364471" " 0.4" " -0.000766927" " 0.98967" " 0.986036" " 0.995962" " 0.990977"
5.23079 " 35.385" " 0.363809" " 0.4" " -0.000745795" " 0.989625" " 0.986012" " 0.995945" " 0.990956"
5.23579 " 35.3189" " 0.363176" " 0.4" " -0.00072429" " 0.989582" " 0.98599" " 0.995929" " 0.990936"
5.24079 " 35.2546" " 0.362572" " 0.4" " -0.000702429" " 0.989543" " 0.985969" " 0.995913" " 0.990918"
5.24579 " 35.1924" " 0.361997" " 0.4" " -0.000680229" " 0.989505" " 0.985949" " 0.995899" " 0.990901"
5.25079 " 35.1322" " 0.361452" " 0.4" " -0.000657707" " 0.989471" " 0.985931" " 0.995886" " 0.990885"
5.25579 " 35.074" " 0.360936" " 0.4" " -0.00063488" " 0.98944" " 0.985915" " 0.995873" " 0.99087"
5.26079 " 35.0179" " 0.360449" " 0.4" " -0.000611765" " 0.989411" " 0.9859" " 0.995862" " 0.990857"
5.26579 " 34.9639" " 0.359993" " 0.4" " -0.00058838" " 0.989384" " 0.985886" " 0.995852" " 0.990845"
5.27079 " 34.912" " 0.359566" " 0.4" " -0.000564743" " 0.989361" " 0.985874" " 0.995843" " 0.990834"
5.27579 " 34.8622" " 0.359169" " 0.4" " -0.000540871" " 0.989341" " 0.985864" " 0.995835" " 0.990825"
5.28079 " 34.8146" " 0.358802" " 0.4" " -0.000516782" " 0.989323" " 0.985854" " 0.995828" " 0.990817"
5.28579 " 34.7692" " 0.358465" " 0.4" " -0.000492493" " 0.989308" " 0.985847" " 0.995823" " 0.99081"
5.29079 " 34.726" " 0.358158" " 0.4" " -0.000468021" " 0.989296" " 0.985841" " 0.995818" " 0.990805"
5.29579 " 34.6849" " 0.357881" " 0.4" " -0.000443384" " 0.989287" " 0.985837" " 0.995814" " 0.990801"
5.30079 " 34.6461" " 0.357634" " 0.4" " -0.0004186" " 0.989281" " 0.985834" " 0.995812" " 0.990798"
5.30579 " 34.6096" " 0.357416" " 0.4" " -0.000393686" " 0.989277" " 0.985833" " 0.995811" " 0.990797"
5.31079 " 34.5753" " 0.35723" " 0.4" " -0.00036866" " 0.989279" " 0.985838" " 0.995814" " 0.990801"
5.31579 " 34.5432" " 0.357071" " 0.4" " -0.00034354" " 0.989282" " 0.98584" " 0.995814" " 0.990802"
5.32079 " 34.5134" " 0.356942" " 0.4" " -0.000318341" " 0.989286" " 0.985843" " 0.995816" " 0.990804"
5.32579 " 34.4859" " 0.356843" " 0.4" " -0.000293081" " 0.989294" " 0.985848" " 0.995819" " 0.990808"
5.33079 " 34.4607" " 0.356773" " 0.4" " -0.000267778" " 0.989305" " 0.985854" " 0.995823" " 0.990813"
5.33579 " 34.4377" " 0.356732" " 0.4" " -0.000242448" " 0.989318" " 0.985861" " 0.995828" " 0.990819"
5.34079 " 34.417" " 0.356721" " 0.4" " -0.000217109" " 0.989334" " 0.98587" " 0.995834" " 0.990827"
5.34579 " 34.3986" " 0.356738" " 0.4" " -0.000191778" " 0.989353" " 0.985881" " 0.995841" " 0.990836"
5.35079 " 34.3825" " 0.356784" " 0.4" " -0.000166472" " 0.989375" " 0.985893" " 0.995849" " 0.990846"
5.35579 " 34.3687" " 0.356858" " 0.4" " -0.000141206" " 0.989399" " 0.985907" " 0.995859" " 0.990858"
5.36079 " 34.3571" " 0.356961" " 0.4" " -0.000115998" " 0.989427" " 0.985922" " 0.995869" " 0.990871"
5.36579 " 34.3478" " 0.357092" " 0.4" " -9.08647e-05" " 0.989457" " 0.985939" " 0.99588" " 0.990885"
5.37079 " 34.3407" " 0.35725" " 0.4" " -6.58215e-05" " 0.989489" " 0.985957" " 0.995893" " 0.9909"
5.37579 " 34.3359" " 0.357436" " 0.4" " -4.08847e-05" " 0.989524" " 0.985977" " 0.995907" " 0.990917"
5.38079 " 34.3334" " 0.357651" " 0.4" " -1.60703e-05" " 0.989565" " 0.986004" " 0.995925" " 0.990939"
5.38579 " 34.333" " 0.35789" " 0.4" " 8.60437e-06" " 0.989606" " 0.986027" " 0.995941" " 0.990959"
5.39079 " 34.3349" " 0.358157" " 0.4" " 3.31263e-05" " 0.98965" " 0.986052" " 0.995958" " 0.990981"
5.39579 " 34.339" " 0.358449" " 0.4" " 5.7479e-05" " 0.989697" " 0.986078" " 0.995977" " 0.991003"
5.40079 " 34.3453" " 0.358768" " 0.4" " 8.16475e-05" " 0.989745" " 0.986106" " 0.995996" " 0.991026"
5.40579 " 34.3537" " 0.359112" " 0.4" " 0.000105617" " 0.989797" " 0.986135" " 0.996016" " 0.991051"
5.41079 " 34.3643" " 0.359482" " 0.4" " 0.000129372" " 0.98985" " 0.986166" " 0.996037" " 0.991077"
5.41579 " 34.377" " 0.359876" " 0.4" " 0.000152898" " 0.989906" " 0.986197" " 0.996059" " 0.991104"
5.42079 " 34.3918" " 0.360295" " 0.4" " 0.000176181" " 0.989965" " 0.98623" " 0.996082" " 0.991132"
5.42579 " 34.4087" " 0.360738" " 0.4" " 0.000199208" " 0.990026" " 0.986264" " 0.996106" " 0.991161"
5.43079 " 34.4277" " 0.361204" " 0.4" " 0.000221963" " 0.990089" " 0.9863" " 0.996131" " 0.991192"
5.43579 " 34.4487" " 0.361694" " 0.4" " 0.000244433" " 0.990154" " 0.986337" " 0.996156" " 0.991223"
5.44079 " 34.4717" " 0.362207" " 0.4" " 0.000266605" " 0.990221" " 0.986374" " 0.996183" " 0.991255"
5.44579 " 34.4967" " 0.362742" " 0.4" " 0.000288466" " 0.990291" " 0.986413" " 0.99621" " 0.991288"
5.45079 " 34.5237" " 0.363299" " 0.4" " 0.000310003" " 0.990362" " 0.986453" " 0.996238" " 0.991323"
5.45579 " 34.5525" " 0.363878" " 0.4" " 0.000331203" " 0.990436" " 0.986495" " 0.996267" " 0.991358"
5.46079 " 34.5833" " 0.364477" " 0.4" " 0.000352053" " 0.990511" " 0.986537" " 0.996296" " 0.991394"
5.46579 " 34.6159" " 0.365098" " 0.4" " 0.000372543" " 0.990589" " 0.98658" " 0.996326" " 0.991431"
5.47079 " 34.6504" " 0.365738" " 0.4" " 0.000392659" " 0.990668" " 0.986624" " 0.996357" " 0.991468"
5.47579 " 34.6866" " 0.366398" " 0.4" " 0.000412391" " 0.990749" " 0.986669" " 0.996389" " 0.991507"
5.48079 " 34.7246" " 0.367077" " 0.4" " 0.000431727" " 0.990831" " 0.986715" " 0.996421" " 0.991546"
5.48579 " 34.7643" " 0.367775" " 0.4" " 0.000450656" " 0.990916" " 0.986762" " 0.996454" " 0.991586"
5.49079 " 34.8057" " 0.368491" " 0.4" " 0.000469168" " 0.991001" " 0.98681" " 0.996487" " 0.991627"
5.49579 " 34.8488" " 0.369224" " 0.4" " 0.000487252" " 0.991089" " 0.986858" " 0.996521" " 0.991669"
5.50079 " 34.8935" " 0.369974" " 0.4" " 0.000504899" " 0.991178" " 0.986907" " 0.996555" " 0.991711"
5.50579 " 34.9397" " 0.370741" " 0.4" " 0.000522098" " 0.991268" " 0.986957" " 0.99659" " 0.991753"
5.51079 " 34.9875" " 0.371524" " 0.4" " 0.000538841" " 0.99136" " 0.987008" " 0.996626" " 0.991797"
5.51579 " 35.0367" " 0.372321" " 0.4" " 0.000555118" " 0.991452" " 0.987059" " 0.996662" " 0.99184"
5.52079 " 35.0874" " 0.373134" " 0.4" " 0.00057092" " 0.991546" " 0.987111" " 0.996698" " 0.991885"
5.52579 " 35.1395" " 0.373961" " 0.4" " 0.000586241" " 0.991642" " 0.987164" " 0.996735" " 0.99193"
5.53079 " 35.193" " 0.374802" " 0.4" " 0.00060107" " 0.991738" " 0.987217" " 0.996772" " 0.991975"
5.53579 " 35.2477" " 0.375655" " 0.4" " 0.000615401" " 0.991835" " 0.98727" " 0.996809" " 0.992021"
